gene_id,Pheno,GeneEff,colors,scoreType,score,timeOrder
NUP62,Affected,missense,tan,REVEL,0.013,6
MYH14,Affected,missense,greenyellow,REVEL,0.511,2
MYH14,Affected,missense,greenyellow,REVEL,0.758,2
MYH14,Affected,missense,greenyellow,REVEL,0.349,2
MYH14,Affected,missense,greenyellow,REVEL,0.602,2
MYH14,Affected,missense,greenyellow,REVEL,0.858,2
MYH14,Affected,missense,greenyellow,REVEL,0.301,2
MYH14,Affected,missense,greenyellow,REVEL,0.837,2
MYH14,Affected,missense,greenyellow,REVEL,0.882,2
MYH14,Affected,missense,greenyellow,REVEL,0.918,2
MYH14,Unaffected,missense,greenyellow,REVEL,0.108,2
POLD1,Affected,missense,tan,REVEL,0.044,6
POLD1,Unaffected,missense,tan,REVEL,0.552,6
POLD1,Affected,missense,tan,REVEL,0.372,6
POLD1,Affected,missense,tan,REVEL,0.305,6
ETFB,Affected,missense,tan,REVEL,0.117,6
PPP2R1A,Affected,missense,yellow,REVEL,0.528,4
PPP2R1A,Unaffected,missense,yellow,REVEL,0.241,4
RPS9,Affected,missense,black,REVEL,0.195,3
EPS8L1,Affected,missense,greenyellow,REVEL,0.044,2
HSPBP1,Affected,missense,blue,REVEL,0.167,5
RPL28,Affected,missense,black,REVEL,0.291,3
RPS5,Affected,missense,black,REVEL,0.214,3
TRIM28,Affected,missense,magenta,REVEL,0.408,1
TRIM28,Affected,missense,magenta,REVEL,0.227,1
TRIM28,Unaffected,missense,magenta,REVEL,0.227,1
TRIM28,Affected,missense,magenta,REVEL,0.037,1
TRIM28,Affected,missense,magenta,REVEL,0.105,1
CHMP2A,Affected,missense,tan,REVEL,0.327,6
NSFL1C,Unaffected,missense,yellow,REVEL,0.382,4
NSFL1C,Affected,missense,yellow,REVEL,0.143,4
SIRPA,Affected,missense,greenyellow,REVEL,0.182,2
TGM3,Affected,missense,tan,REVEL,0.679,6
TGM3,Affected,missense,tan,REVEL,0.569,6
TGM3,Unaffected,missense,tan,REVEL,0.046,6
FLRT3,Affected,missense,greenyellow,REVEL,0.069,2
FLRT3,Affected,missense,greenyellow,REVEL,0.202,2
DTD1,Affected,missense,blue,REVEL,0.485,5
XRN2,Affected,missense,blue,REVEL,0.117,5
APMAP,Unaffected,missense,yellow,REVEL,0.044,4
TPX2,Affected,missense,black,REVEL,0.052,3
TPX2,Affected,missense,black,REVEL,0.043,3
TM9SF4,Unaffected,missense,tan,REVEL,0.043,6
TM9SF4,Affected,missense,tan,REVEL,0.796,6
DYNLRB1,Unaffected,missense,black,REVEL,0.093,3
DYNLRB1,Affected,missense,black,REVEL,0.165,3
GSS,Affected,missense,blue,REVEL,0.941,5
GSS,Affected,missense,blue,REVEL,0.955,5
GSS,Affected,missense,blue,REVEL,0.544,5
CPNE1,Affected,missense,yellow,REVEL,0.1,4
CPNE1,Affected,missense,yellow,REVEL,0.1,4
CPNE1,Affected,missense,yellow,REVEL,0.382,4
RBM12,Unaffected,missense,blue,REVEL,0.517,5
RBM12,Affected,missense,blue,REVEL,0.033,5
RBM12,Affected,missense,blue,REVEL,0.04,5
RBM12,Affected,missense,blue,REVEL,0.671,5
DLGAP4,Unaffected,missense,greenyellow,REVEL,0.205,2
SOGA1,Affected,missense,black,REVEL,0.189,3
SOGA1,Affected,missense,black,REVEL,0.138,3
SRC,Unaffected,missense,tan,REVEL,0.756,6
PLCG1,Affected,missense,greenyellow,REVEL,0.592,2
PLCG1,Unaffected,missense,greenyellow,REVEL,0.851,2
SRSF6,Affected,missense,blue,REVEL,0.142,5
ADA,Unaffected,missense,greenyellow,REVEL,0.925,2
NCOA5,Affected,missense,greenyellow,REVEL,0.064,2
NCOA5,Affected,missense,greenyellow,REVEL,0.771,2
NCOA5,Unaffected,missense,greenyellow,REVEL,0.173,2
NCOA5,Affected,missense,greenyellow,REVEL,0.135,2
CSE1L,Affected,missense,black,REVEL,0.662,3
CSE1L,Affected,missense,black,REVEL,0.068,3
ADNP,Affected,missense,greenyellow,REVEL,0.708,2
ADNP,Affected,missense,greenyellow,REVEL,0.938,2
ADNP,Affected,missense,greenyellow,REVEL,0.65,2
ADNP,Affected,missense,greenyellow,REVEL,0.494,2
ADNP,Affected,missense,greenyellow,REVEL,0.315,2
GNAS,Unaffected,missense,blue,REVEL,0.249,5
GNAS,Unaffected,missense,blue,REVEL,0.43,5
GNAS,Affected,missense,blue,REVEL,0.329,5
GNAS,Affected,missense,blue,REVEL,0.016,5
GNAS,Affected,missense,blue,REVEL,0.879,5
GNAS,Affected,missense,blue,REVEL,0.817,5
NELFCD,Affected,missense,greenyellow,REVEL,0.509,2
DIDO1,Affected,missense,greenyellow,REVEL,0.053,2
DIDO1,Affected,missense,greenyellow,REVEL,0.334,2
DIDO1,Affected,missense,greenyellow,REVEL,0.395,2
DIDO1,Affected,missense,greenyellow,REVEL,0.2,2
EEF1A2,Affected,missense,blue,REVEL,0.37,5
EEF1A2,Affected,missense,blue,REVEL,0.267,5
EEF1A2,Affected,missense,blue,REVEL,0.828,5
HELZ2,Affected,missense,greenyellow,REVEL,0.43,2
HELZ2,Affected,missense,greenyellow,REVEL,0.629,2
HELZ2,Affected,missense,greenyellow,REVEL,0.445,2
HELZ2,Affected,missense,greenyellow,REVEL,0.015,2
HELZ2,Affected,missense,greenyellow,REVEL,0.412,2
HELZ2,Unaffected,missense,greenyellow,REVEL,0.146,2
HELZ2,Unaffected,missense,greenyellow,REVEL,0.2,2
HELZ2,Affected,missense,greenyellow,REVEL,0.513,2
HELZ2,Unaffected,missense,greenyellow,REVEL,0.059,2
PRPF6,Affected,missense,black,REVEL,0.672,3
PRPF6,Affected,missense,black,REVEL,0.672,3
PRPF6,Affected,missense,black,REVEL,0.773,3
PRPF6,Unaffected,missense,black,REVEL,0.41,3
PRPF6,Unaffected,missense,black,REVEL,0.254,3
CCT8,Affected,missense,magenta,REVEL,0.59,1
URB1,Affected,missense,greenyellow,REVEL,0.08,2
URB1,Affected,missense,greenyellow,REVEL,0.153,2
URB1,Affected,missense,greenyellow,REVEL,0.015,2
URB1,Affected,missense,greenyellow,REVEL,0.093,2
GART,Unaffected,missense,black,REVEL,0.376,3
U2AF1,Unaffected,missense,yellow,REVEL,0.152,4
PFKL,Unaffected,missense,yellow,REVEL,0.138,4
LSS,Affected,missense,tan,REVEL,0.733,6
SLC25A1,Affected,missense,greenyellow,REVEL,0.187,2
COMT,Unaffected,missense,tan,REVEL,0.59,6
COMT,Affected,missense,tan,REVEL,0.204,6
PI4KA,Affected,missense,greenyellow,REVEL,0.347,2
PI4KA,Affected,missense,greenyellow,REVEL,0.757,2
PI4KA,Affected,missense,greenyellow,REVEL,0.447,2
PI4KA,Affected,missense,greenyellow,REVEL,0.222,2
PI4KA,Affected,missense,greenyellow,REVEL,0.06,2
CRKL,Unaffected,missense,blue,REVEL,0.51,5
MAPK1,Affected,missense,black,REVEL,0.453,3
MIF,Affected,missense,greenyellow,REVEL,0.109,2
EWSR1,Unaffected,missense,yellow,REVEL,0.389,4
AP1B1,Unaffected,missense,tan,REVEL,0.701,6
NIPSNAP1,Affected,missense,blue,REVEL,0.449,5
SEC14L6,Affected,missense,greenyellow,REVEL,0.27,2
MORC2,Affected,missense,greenyellow,REVEL,0.704,2
RTCB,Unaffected,missense,yellow,REVEL,0.273,4
MCM5,Unaffected,missense,black,REVEL,0.217,3
MYH9,Affected,missense,yellow,REVEL,0.72,4
MYH9,Affected,missense,yellow,REVEL,0.858,4
MYH9,Affected,missense,yellow,REVEL,0.252,4
MYH9,Affected,missense,yellow,REVEL,0.645,4
MYH9,Affected,missense,yellow,REVEL,0.722,4
MYH9,Unaffected,missense,yellow,REVEL,0.274,4
EIF3D,Affected,missense,tan,REVEL,0.808,6
EIF3D,Affected,missense,tan,REVEL,0.314,6
GTPBP1,Affected,missense,greenyellow,REVEL,0.939,2
GTPBP1,Unaffected,missense,greenyellow,REVEL,0.231,2
SUN2,Unaffected,missense,blue,REVEL,0.318,5
SUN2,Affected,missense,blue,REVEL,0.162,5
RANGAP1,Affected,missense,black,REVEL,0.149,3
RANGAP1,Affected,missense,black,REVEL,0.134,3
ACO2,Affected,missense,yellow,REVEL,0.087,4
ACO2,Affected,missense,yellow,REVEL,0.053,4
ACO2,Affected,missense,yellow,REVEL,0.702,4
ACO2,Affected,missense,yellow,REVEL,0.864,4
ACO2,Unaffected,missense,yellow,REVEL,0.046,4
CYB5R3,Affected,missense,black,REVEL,0.907,3
TTLL12,Affected,missense,tan,REVEL,0.083,6
TTLL12,Affected,missense,tan,REVEL,0.328,6
ATXN10,Affected,missense,greenyellow,REVEL,0.153,2
PLXNB2,Affected,missense,tan,REVEL,0.041,6
PLXNB2,Unaffected,missense,tan,REVEL,0.351,6
SLC25A6,Unaffected,missense,black,REVEL,0.448,3
ASB11,Affected,missense,greenyellow,REVEL,0.089,2
RBBP7,Affected,missense,black,REVEL,0.087,3
PRDX4,Affected,missense,black,REVEL,0.412,3
DDX3X,Affected,missense,black,REVEL,0.331,3
DDX3X,Affected,missense,black,REVEL,0.148,3
DDX3X,Affected,missense,black,REVEL,0.741,3
DDX3X,Affected,missense,black,REVEL,0.902,3
DDX3X,Affected,missense,black,REVEL,0.624,3
RBM10,Affected,missense,greenyellow,REVEL,0.338,2
UBA1,Affected,missense,yellow,REVEL,0.504,4
SMC1A,Affected,missense,black,REVEL,0.806,3
SMC1A,Affected,missense,black,REVEL,0.791,3
HUWE1,Affected,missense,tan,REVEL,0.165,6
HUWE1,Affected,missense,tan,REVEL,0.234,6
HUWE1,Unaffected,missense,tan,REVEL,0.03,6
HUWE1,Affected,missense,tan,REVEL,0.617,6
HUWE1,Affected,missense,tan,REVEL,0.617,6
HUWE1,Affected,missense,tan,REVEL,0.151,6
HUWE1,Affected,missense,tan,REVEL,0.938,6
NONO,Affected,missense,greenyellow,REVEL,0.208,2
OGT,Unaffected,missense,greenyellow,REVEL,0.445,2
POF1B,Affected,missense,greenyellow,REVEL,0.168,2
HNRNPH2,Affected,missense,blue,REVEL,0.374,5
DCX,Unaffected,missense,blue,REVEL,0.033,5
PGRMC1,Unaffected,missense,yellow,REVEL,0.36,4
THOC2,Affected,missense,greenyellow,REVEL,0.692,2
STAG2,Unaffected,missense,tan,REVEL,0.759,6
AIFM1,Unaffected,missense,tan,REVEL,0.596,6
FHL1,Unaffected,missense,greenyellow,REVEL,0.589,2
ARHGEF6,Affected,missense,tan,REVEL,0.504,6
HCFC1,Unaffected,missense,yellow,REVEL,0.216,4
MECP2,Affected,missense,blue,REVEL,0.729,5
MECP2,Affected,missense,blue,REVEL,0.843,5
MECP2,Affected,missense,blue,REVEL,0.843,5
MECP2,Affected,missense,blue,REVEL,0.843,5
MECP2,Affected,missense,blue,REVEL,0.579,5
MECP2,Affected,missense,blue,REVEL,0.866,5
MECP2,Affected,missense,blue,REVEL,0.866,5
MECP2,Affected,missense,blue,REVEL,0.866,5
MECP2,Affected,missense,blue,REVEL,0.607,5
MECP2,Unaffected,missense,blue,REVEL,0.51,5
MECP2,Affected,missense,blue,REVEL,0.928,5
MECP2,Affected,missense,blue,REVEL,0.988,5
MECP2,Affected,missense,blue,REVEL,0.986,5
MECP2,Affected,missense,blue,REVEL,0.952,5
MECP2,Affected,missense,blue,REVEL,0.536,5
FLNA,Affected,missense,black,REVEL,0.931,3
EMD,Affected,missense,tan,REVEL,0.498,6
GDI1,Affected,missense,yellow,REVEL,0.473,4
GDI1,Affected,missense,yellow,REVEL,0.949,4
G6PD,Affected,missense,greenyellow,REVEL,0.43,2
G6PD,Affected,missense,greenyellow,REVEL,0.742,2
ATAD3A,Unaffected,missense,tan,PrimateAI,0.5833472,6
ATAD3A,Affected,missense,tan,PrimateAI,0.6637855,6
GNB1,Affected,missense,yellow,PrimateAI,0.8597244,4
GNB1,Affected,missense,yellow,PrimateAI,0.82655287,4
GNB1,Affected,missense,yellow,PrimateAI,0.85497963,4
LRRC47,Affected,missense,greenyellow,PrimateAI,0.8364013,2
ACOT7,Affected,missense,blue,PrimateAI,0.81522393,5
ENO1,Affected,missense,magenta,PrimateAI,0.8013998,1
PGD,Unaffected,missense,yellow,PrimateAI,0.41309756,4
SRM,Unaffected,missense,blue,PrimateAI,0.7230054,5
CROCC,Affected,missense,black,PrimateAI,0.44037497,3
CROCC,Affected,missense,black,PrimateAI,0.44601268,3
CROCC,Unaffected,missense,black,PrimateAI,0.6722441,3
CROCC,Affected,missense,black,PrimateAI,0.5118706,3
RCC2,Affected,missense,black,PrimateAI,0.7858814,3
ALDH4A1,Affected,missense,tan,PrimateAI,0.41976795,6
AKR7A2,Affected,missense,tan,PrimateAI,0.73095316,6
CAPZB,Affected,missense,yellow,PrimateAI,0.9060581,4
CDC42,Affected,missense,yellow,PrimateAI,0.84546447,4
KDM1A,Affected,missense,greenyellow,PrimateAI,0.88789636,2
HNRNPR,Affected,missense,greenyellow,PrimateAI,0.8498062,2
HNRNPR,Affected,missense,greenyellow,PrimateAI,0.77651316,2
HNRNPR,Affected,missense,greenyellow,PrimateAI,0.8530557,2
HNRNPR,Affected,missense,greenyellow,PrimateAI,0.90245926,2
PITHD1,Affected,missense,greenyellow,PrimateAI,0.86222506,2
PITHD1,Affected,missense,greenyellow,PrimateAI,0.5198791,2
PITHD1,Unaffected,missense,greenyellow,PrimateAI,0.84549713,2
ARID1A,Affected,missense,greenyellow,PrimateAI,0.9792526,2
ARID1A,Affected,missense,greenyellow,PrimateAI,0.954329,2
ARID1A,Affected,missense,greenyellow,PrimateAI,0.7676908,2
ARID1A,Affected,missense,greenyellow,PrimateAI,0.8797827,2
GPN2,Affected,missense,greenyellow,PrimateAI,0.7646494,2
GPN2,Affected,missense,greenyellow,PrimateAI,0.7854597,2
NUDC,Affected,missense,black,PrimateAI,0.612231,3
RCC1,Unaffected,missense,black,PrimateAI,0.7476225,3
SRSF4,Unaffected,missense,greenyellow,PrimateAI,0.5122953,2
PUM1,Affected,missense,greenyellow,PrimateAI,0.89926463,2
PUM1,Affected,missense,greenyellow,PrimateAI,0.797686,2
PUM1,Affected,missense,greenyellow,PrimateAI,0.88767666,2
PUM1,Unaffected,missense,greenyellow,PrimateAI,0.7959678,2
KPNA6,Affected,missense,greenyellow,PrimateAI,0.8690896,2
HDAC1,Affected,missense,tan,PrimateAI,0.86011755,6
SFPQ,Affected,missense,blue,PrimateAI,0.90936315,5
SFPQ,Affected,missense,blue,PrimateAI,0.8770655,5
ZMYM4,Affected,missense,greenyellow,PrimateAI,0.80726016,2
ZMYM4,Affected,missense,greenyellow,PrimateAI,0.47488227,2
NCDN,Unaffected,missense,blue,PrimateAI,0.604522,5
NCDN,Affected,missense,blue,PrimateAI,0.69497776,5
NCDN,Affected,missense,blue,PrimateAI,0.5254674,5
NCDN,Unaffected,missense,blue,PrimateAI,0.67986023,5
AGO1,Affected,missense,tan,PrimateAI,0.8568412,6
AGO1,Affected,missense,tan,PrimateAI,0.89637244,6
AGO1,Affected,missense,tan,PrimateAI,0.9320062,6
AGO1,Affected,missense,tan,PrimateAI,0.9117335,6
AGO1,Affected,missense,tan,PrimateAI,0.86576873,6
THRAP3,Affected,missense,tan,PrimateAI,0.5645967,6
THRAP3,Affected,missense,tan,PrimateAI,0.83210945,6
THRAP3,Affected,missense,tan,PrimateAI,0.80711055,6
MACF1,Unaffected,missense,blue,PrimateAI,0.8014276,5
MACF1,Unaffected,missense,blue,PrimateAI,0.6871401,5
MACF1,Affected,missense,blue,PrimateAI,0.27821964,5
MACF1,Affected,missense,blue,PrimateAI,0.4708346,5
MACF1,Affected,missense,blue,PrimateAI,0.37017995,5
CAP1,Affected,missense,black,PrimateAI,0.7630442,3
YBX1,Affected,missense,black,PrimateAI,0.860569,3
AKR1A1,Unaffected,missense,yellow,PrimateAI,0.6842263,4
NASP,Affected,missense,magenta,PrimateAI,0.53441757,1
ELAVL4,Affected,missense,greenyellow,PrimateAI,0.7802185,2
ELAVL4,Unaffected,missense,greenyellow,PrimateAI,0.6837524,2
ELAVL4,Affected,missense,greenyellow,PrimateAI,0.88661414,2
OSBPL9,Affected,missense,greenyellow,PrimateAI,0.5649148,2
NFIA,Affected,missense,blue,PrimateAI,0.8316479,5
NFIA,Affected,missense,blue,PrimateAI,0.6793655,5
PGM1,Unaffected,missense,black,PrimateAI,0.50962746,3
SERBP1,Affected,missense,tan,PrimateAI,0.80254227,6
SERBP1,Affected,missense,tan,PrimateAI,0.748014,6
LRRC40,Affected,missense,greenyellow,PrimateAI,0.41755956,2
SRSF11,Affected,missense,greenyellow,PrimateAI,0.8984912,2
CRYZ,Affected,missense,black,PrimateAI,0.36743003,3
ACADM,Affected,missense,black,PrimateAI,0.6760335,3
FUBP1,Affected,missense,greenyellow,PrimateAI,0.85968924,2
DDAH1,Affected,missense,black,PrimateAI,0.9252229,3
DDAH1,Affected,missense,black,PrimateAI,0.9252229,3
DDAH1,Affected,missense,black,PrimateAI,0.8814777,3
RPL5,Affected,missense,black,PrimateAI,0.7242782,3
DR1,Affected,missense,greenyellow,PrimateAI,0.6259516,2
FNBP1L,Affected,missense,greenyellow,PrimateAI,0.8868665,2
ABCD3,Affected,missense,greenyellow,PrimateAI,0.59323037,2
PTBP2,Affected,missense,blue,PrimateAI,0.7997447,5
AHCYL1,Affected,missense,tan,PrimateAI,0.7847946,6
TRIM33,Affected,missense,greenyellow,PrimateAI,0.7131778,2
CSDE1,Affected,missense,blue,PrimateAI,0.91386914,5
CSDE1,Unaffected,missense,blue,PrimateAI,0.6355094,5
RBM8A,Affected,missense,black,PrimateAI,0.8429836,3
ECM1,Affected,missense,greenyellow,PrimateAI,0.2651077,2
ECM1,Affected,missense,greenyellow,PrimateAI,0.46194097,2
ECM1,Unaffected,missense,greenyellow,PrimateAI,0.38767815,2
SELENBP1,Unaffected,missense,tan,PrimateAI,0.68151635,6
PSMB4,Affected,missense,yellow,PrimateAI,0.72950894,4
POGZ,Affected,missense,greenyellow,PrimateAI,0.83551943,2
POGZ,Affected,missense,greenyellow,PrimateAI,0.82030964,2
POGZ,Affected,missense,greenyellow,PrimateAI,0.8786097,2
POGZ,Unaffected,missense,greenyellow,PrimateAI,0.5063888,2
POGZ,Unaffected,missense,greenyellow,PrimateAI,0.788512,2
POGZ,Affected,missense,greenyellow,PrimateAI,0.7044313,2
HRNR,Unaffected,missense,greenyellow,PrimateAI,0.51278484,2
FLG,Affected,missense,greenyellow,PrimateAI,0.301786,2
FLG,Affected,missense,greenyellow,PrimateAI,0.32495058,2
FLG,Unaffected,missense,greenyellow,PrimateAI,0.20620017,2
FLG,Affected,missense,greenyellow,PrimateAI,0.29157907,2
FLG,Affected,missense,greenyellow,PrimateAI,0.19217192,2
FLG,Unaffected,missense,greenyellow,PrimateAI,0.2664749,2
FLG,Affected,missense,greenyellow,PrimateAI,0.3122519,2
FLG2,Affected,missense,black,PrimateAI,0.25899434,3
FLG2,Unaffected,missense,black,PrimateAI,0.30749023,3
FLG2,Affected,missense,black,PrimateAI,0.29204553,3
FLG2,Affected,missense,black,PrimateAI,0.5246828,3
FLG2,Affected,missense,black,PrimateAI,0.4673985,3
FLG2,Unaffected,missense,black,PrimateAI,0.3925641,3
KPRP,Affected,missense,greenyellow,PrimateAI,0.44705218,2
TPM3,Unaffected,missense,yellow,PrimateAI,0.89760983,4
UBAP2L,Unaffected,missense,greenyellow,PrimateAI,0.84117687,2
GBA,Unaffected,missense,greenyellow,PrimateAI,0.6526998,2
GBA,Affected,missense,greenyellow,PrimateAI,0.64870197,2
ARHGEF2,Affected,missense,greenyellow,PrimateAI,0.7361251,2
ARHGEF2,Affected,missense,greenyellow,PrimateAI,0.64468056,2
ARHGEF2,Affected,missense,greenyellow,PrimateAI,0.64468056,2
ARHGEF2,Affected,missense,greenyellow,PrimateAI,0.763714,2
LMNA,Affected,missense,tan,PrimateAI,0.7893503,6
CCT3,Affected,missense,yellow,PrimateAI,0.5584004,4
BCAN,Affected,missense,tan,PrimateAI,0.8931522,6
BCAN,Affected,missense,tan,PrimateAI,0.68406725,6
NES,Affected,missense,magenta,PrimateAI,0.2936255,1
NES,Unaffected,missense,magenta,PrimateAI,0.2542855,1
CD1A,Affected,missense,greenyellow,PrimateAI,0.3362583,2
CD1A,Affected,missense,greenyellow,PrimateAI,0.28858066,2
TAGLN2,Affected,missense,black,PrimateAI,0.8474048,3
ATP1A2,Affected,missense,tan,PrimateAI,0.51835036,6
PEA15,Affected,missense,magenta,PrimateAI,0.52508783,1
COPA,Affected,missense,yellow,PrimateAI,0.76649296,4
HSPA6,Affected,missense,yellow,PrimateAI,0.57491803,4
PBX1,Affected,missense,greenyellow,PrimateAI,0.90903664,2
PBX1,Affected,missense,greenyellow,PrimateAI,0.9374591,2
PBX1,Affected,missense,greenyellow,PrimateAI,0.9189652,2
PBX1,Affected,missense,greenyellow,PrimateAI,0.9313268,2
ALDH9A1,Affected,missense,black,PrimateAI,0.70653623,3
CREG1,Affected,missense,greenyellow,PrimateAI,0.6397091,2
DHX9,Affected,missense,greenyellow,PrimateAI,0.4972303,2
DHX9,Affected,missense,greenyellow,PrimateAI,0.8486066,2
IVNS1ABP,Affected,missense,greenyellow,PrimateAI,0.6293622,2
TPR,Affected,missense,black,PrimateAI,0.6360386,3
TPR,Affected,missense,black,PrimateAI,0.66518503,3
TPR,Affected,missense,black,PrimateAI,0.6163464,3
PKP1,Affected,missense,greenyellow,PrimateAI,0.62146807,2
PKP1,Unaffected,missense,greenyellow,PrimateAI,0.49708992,2
IPO9,Affected,missense,yellow,PrimateAI,0.85985065,4
PIGR,Affected,missense,greenyellow,PrimateAI,0.36162573,2
PIGR,Affected,missense,greenyellow,PrimateAI,0.26594114,2
YOD1,Affected,missense,greenyellow,PrimateAI,0.58721745,2
YOD1,Affected,missense,greenyellow,PrimateAI,0.2870754,2
SLC30A1,Unaffected,missense,greenyellow,PrimateAI,0.52839994,2
BPNT1,Affected,missense,tan,PrimateAI,0.8433423,6
CAPN2,Unaffected,missense,greenyellow,PrimateAI,0.50023866,2
LBR,Affected,missense,blue,PrimateAI,0.6172631,5
LBR,Affected,missense,blue,PrimateAI,0.78690886,5
LBR,Affected,missense,blue,PrimateAI,0.3695184,5
PARP1,Unaffected,missense,magenta,PrimateAI,0.6522056,1
CEP170,Affected,missense,blue,PrimateAI,0.8833428,5
ZBTB18,Affected,missense,blue,PrimateAI,0.8871088,5
HNRNPU,Affected,missense,greenyellow,PrimateAI,0.79325867,2
HNRNPU,Affected,missense,greenyellow,PrimateAI,0.79325867,2
HNRNPU,Affected,missense,greenyellow,PrimateAI,0.87924004,2
SCCPDH,Unaffected,missense,tan,PrimateAI,0.4841653,6
ACP1,Affected,missense,black,PrimateAI,0.24924731,3
CPSF3,Affected,missense,greenyellow,PrimateAI,0.86696374,2
CPSF3,Affected,missense,greenyellow,PrimateAI,0.8330109,2
CPSF3,Affected,missense,greenyellow,PrimateAI,0.44561556,2
RRM2,Affected,missense,black,PrimateAI,0.71650964,3
RRM2,Affected,missense,black,PrimateAI,0.71650964,3
PDIA6,Affected,missense,black,PrimateAI,0.59891284,3
DDX1,Unaffected,missense,blue,PrimateAI,0.5894593,5
DDX1,Affected,missense,blue,PrimateAI,0.823454,5
APOB,Unaffected,missense,greenyellow,PrimateAI,0.24648921,2
APOB,Affected,missense,greenyellow,PrimateAI,0.3372137,2
APOB,Affected,missense,greenyellow,PrimateAI,0.21116018,2
APOB,Affected,missense,greenyellow,PrimateAI,0.26684156,2
APOB,Affected,missense,greenyellow,PrimateAI,0.32530436,2
APOB,Unaffected,missense,greenyellow,PrimateAI,0.44011325,2
APOB,Affected,missense,greenyellow,PrimateAI,0.4308263,2
APOB,Affected,missense,greenyellow,PrimateAI,0.22019067,2
APOB,Affected,missense,greenyellow,PrimateAI,0.34128067,2
HADHA,Affected,missense,black,PrimateAI,0.5537101,3
HADHB,Affected,missense,black,PrimateAI,0.36273625,3
HADHB,Affected,missense,black,PrimateAI,0.26608142,3
DPYSL5,Affected,missense,blue,PrimateAI,0.5800501,5
ZNF512,Unaffected,missense,blue,PrimateAI,0.5505101,5
XDH,Unaffected,missense,greenyellow,PrimateAI,0.81094635,2
XDH,Affected,missense,greenyellow,PrimateAI,0.2361187,2
XDH,Affected,missense,greenyellow,PrimateAI,0.50330126,2
XDH,Unaffected,missense,greenyellow,PrimateAI,0.5284683,2
HNRNPLL,Affected,missense,black,PrimateAI,0.82546985,3
HNRNPLL,Unaffected,missense,black,PrimateAI,0.64474666,3
SRSF7,Affected,missense,greenyellow,PrimateAI,0.86850506,2
EML4,Unaffected,missense,tan,PrimateAI,0.7794551,6
LRPPRC,Affected,missense,tan,PrimateAI,0.33518463,6
LRPPRC,Unaffected,missense,tan,PrimateAI,0.24654049,6
MSH2,Affected,missense,black,PrimateAI,0.645353,3
MSH6,Affected,missense,black,PrimateAI,0.7114598,3
MSH6,Affected,missense,black,PrimateAI,0.4513849,3
MSH6,Affected,missense,black,PrimateAI,0.4107997,3
MSH6,Affected,missense,black,PrimateAI,0.73341686,3
MSH6,Affected,missense,black,PrimateAI,0.5653469,3
SPTBN1,Unaffected,missense,tan,PrimateAI,0.9267069,6
SPTBN1,Affected,missense,tan,PrimateAI,0.8397914,6
SPTBN1,Affected,missense,tan,PrimateAI,0.8994694,6
SPTBN1,Affected,missense,tan,PrimateAI,0.33576435,6
SPTBN1,Affected,missense,tan,PrimateAI,0.881478,6
SPTBN1,Affected,missense,tan,PrimateAI,0.85758734,6
EML6,Affected,missense,black,PrimateAI,0.47152698,3
EML6,Affected,missense,black,PrimateAI,0.80099237,3
EML6,Unaffected,missense,black,PrimateAI,0.8462349,3
EML6,Affected,missense,black,PrimateAI,0.83939606,3
EML6,Unaffected,missense,black,PrimateAI,0.8948784,3
RTN4,Unaffected,missense,yellow,PrimateAI,0.54536176,4
RTN4,Affected,missense,yellow,PrimateAI,0.3231328,4
BCL11A,Affected,missense,greenyellow,PrimateAI,0.7728181,2
XPO1,Unaffected,missense,black,PrimateAI,0.813694,3
XPO1,Affected,missense,black,PrimateAI,0.7980355,3
XPO1,Affected,missense,black,PrimateAI,0.90213954,3
XPO1,Affected,missense,black,PrimateAI,0.85003436,3
XPO1,Affected,missense,black,PrimateAI,0.8885631,3
CCT4,Affected,missense,yellow,PrimateAI,0.64351857,4
CCT4,Affected,missense,yellow,PrimateAI,0.92655945,4
UGP2,Unaffected,missense,tan,PrimateAI,0.75430405,6
RAB1A,Unaffected,missense,yellow,PrimateAI,0.91885334,4
ACTR2,Affected,missense,blue,PrimateAI,0.82962024,5
ANTXR1,Affected,missense,magenta,PrimateAI,0.8876454,1
PCYOX1,Affected,missense,tan,PrimateAI,0.24369234,6
PCYOX1,Affected,missense,tan,PrimateAI,0.41779697,6
PCYOX1,Unaffected,missense,tan,PrimateAI,0.43768138,6
CD207,Affected,missense,greenyellow,PrimateAI,0.2784863,2
NAGK,Affected,missense,yellow,PrimateAI,0.65921426,4
DYSF,Affected,missense,greenyellow,PrimateAI,0.30201536,2
DYSF,Affected,missense,greenyellow,PrimateAI,0.57122886,2
DYSF,Unaffected,missense,greenyellow,PrimateAI,0.44532433,2
DYSF,Affected,missense,greenyellow,PrimateAI,0.6964805,2
DYSF,Affected,missense,greenyellow,PrimateAI,0.31321105,2
DYSF,Affected,missense,greenyellow,PrimateAI,0.7457734,2
CCT7,Affected,missense,yellow,PrimateAI,0.88933194,4
DCTN1,Affected,missense,blue,PrimateAI,0.8315574,5
SUCLG1,Unaffected,missense,greenyellow,PrimateAI,0.3401278,2
CAPG,Affected,missense,tan,PrimateAI,0.7493155,6
MAT2A,Unaffected,missense,black,PrimateAI,0.71658707,3
USP39,Affected,missense,tan,PrimateAI,0.8577446,6
USP39,Affected,missense,tan,PrimateAI,0.84635866,6
